Id. Acidente,Datahora,Dia,Mês,Hora,Entidades Fiscalizadoras,Velocidade local,Velocidade geral,Dia da Semana,Latitude GPS,Longitude GPS,Num. Mortos a 30 dias,Num. Feridos graves a 30 dias,Num. Feridos ligeiros a 30 dias,Características Tecnicas1,Cond Aderência,Distrito,Concelho,Freguesia,Pov. Proxima,Nome arruamento,Tipos Vias,Cod Via,Estado Conservação,Km,Factores Atmosféricos,Reg Circulação1,Intersecção Vias,Localizações,Luminosidade,Marca Via,Natureza,Obras Arte,Obstáculos,Sentidos,Sinais,Sinais Luminosos,Tipo Piso,Traçado 1,Traçado 2,Traçado 3,Traçado 4,Via Trânsito
20181349111,2018:01:23 08:30:00,01/23/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Terça-Feira  ,"38,721245","-9,140595",0,0,1,Estrada sem separador,Seco e limpo,Lisboa,Lisboa,Arroios,Lisboa,Campo Mártires da Pátria                                                                            ,Arruamento,0,Em estado regular,,Bom tempo,Sentido único,NÃO DEFINIDO,Dentro das localidades,Em pleno dia,Sem marcas rodoviárias ou pouco visíveis,Colisão traseira com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,Inexistentes,Betuminoso,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Direita
20161024019,2016:01:12 10:15:00,01/12/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Terça-Feira  ,"41,561524","-8,407652",0,0,1,Outra via,Húmido,Braga,Braga,Braga (São Vítor),Braga,Avenida Padre Julio Fragata,Arruamento,0,Em bom estado,,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Despiste simples,NÃO DEFINIDO,Inexistentes,No sentido crescente da quilometragem,Outros,Inexistentes,Betuminoso,Curva,Com inclinação,Berma pavimentada,Em plena via,Direita
20161022782,2016:01:26 07:15:00,01/26/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Terça-Feira  ,"38,525246","-8,875826",0,0,1,Estrada sem separador,Molhado,Setúbal,Setubal,Setúbal (São Sebastião),Setúbal,Avenida Jaime Cortesão                                                                              ,Arruamento,0,Em bom estado,,Chuva,Dois sentidos,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Com marcas - separadoras de sentido de trânsito,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Passagem de peões,Inexistentes,Betuminoso,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Direita
2010437390,2010:01:12 10:20:00,01/12/00,01/01/00,01/01/00,Guarda Nacional Republicana,120.0,120.0,Terça-Feira  ,"39,248056","-8,740586",0,0,1,Auto-estrada,Com água acumulada na faixa de rodagem,Santarém,Santarem,Santarém (São Nicolau),SANTAREM,,A  - Auto-Estrada,A1,Em bom estado,64.5,Chuva,Sentido único,Fora da intersecção,Fora das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Despiste simples,NÃO DEFINIDO,Inexistentes,No sentido crescente da quilometragem,Outros,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
2013682106,2013:01:12 19:15:00,01/12/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Sábado       ,,,0,0,1,Estrada sem separador,Húmido,Aveiro,Santa Maria da Feira,Guisande,Guisande,Rua da Igreja,Arruamento,0,Em estado regular,,Chuva,Dois sentidos,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Sem marcas rodoviárias ou pouco visíveis,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
20191684016,2019:01:07 09:30:00,01/07/00,01/01/00,01/01/00,Guarda Nacional Republicana,120.0,120.0,Segunda-Feira,"38,705070","-8,941498",0,0,1,Auto-estrada,Seco e limpo,Setúbal,Montijo,União das freguesias de Montijo e Afonsoeiro,MONTIJO,,A  - Auto-Estrada,A33,Em bom estado,"33,8",Bom tempo,Sentido único,Fora da intersecção,Fora das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Colisão traseira com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,No sentido crescente da quilometragem,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
20191658851,2019:01:28 12:39:00,01/28/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Segunda-Feira,"0,0","0,0",0,0,3,Estrada sem separador,Seco e limpo,Lisboa,Vila Franca de Xira,União das freguesias de Alverca do Ribatejo e Sobralinho,Alverca do Ribatejo,,EN - Estrada Nacional,EN10,Em estado regular,"127,2",Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Colisão frontal,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
20181347529,2018:01:08 10:30:00,01/08/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Segunda-Feira,"41,804061","-6,764945",0,0,2,Estrada sem separador,Seco e limpo,Bragança,Braganca,"União das freguesias de Sé, Santa Maria e Meixedo",Bragança,Avenida 22 de Maio                                                                                  ,Arruamento,0,Em bom estado,,Bom tempo,Dois sentidos,Em cruzamento,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Stop,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
20171178521,2017:01:23 15:40:00,01/23/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Segunda-Feira,"41,295891","-7,744170",0,0,1,Estrada sem separador,Seco e limpo,Vila Real,Vila Real,"União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)",Vila Real,Rua Nova                                                                                            ,Arruamento,0,Em bom estado,,Bom tempo,Sentido único,Em entroncamento,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
2012596229,2012:01:23 19:00:00,01/23/00,01/01/00,01/01/00,Guarda Nacional Republicana,120.0,120.0,Segunda-Feira,"41,093188","-8,588631",0,0,1,Auto-estrada,Seco e limpo,Porto,Vila Nova de Gaia,Pedroso,JACA,,A  - Auto-Estrada,A1,Em bom estado,294.3,Bom tempo,Sentido único,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com marcas - separadoras de sentido de trânsito,Colisão traseira com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,No sentido decrescente da quilometragem,Outros,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
2015880411,2015:01:04 18:10:00,01/04/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Domingo      ,"41,338371","-8,475397",0,0,1,Estrada sem separador,Seco e limpo,Porto,Santo Tirso,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Santo Tirso,Rua Picoto                                                                                          ,Arruamento,0,Em estado regular,,Bom tempo,Dois sentidos,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com marcas - separadoras de sentido de trânsito,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,Inexistentes,Calçada,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
2010438550,2010:01:15 07:15:00,01/15/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,90.0,Sexta-Feira  ,"39,392610","-8,440588",0,0,1,Estrada sem separador,Seco e limpo,Santarém,Chamusca,Pinheiro Grande,PINHEIRO GRANDE,,EN - Estrada Nacional,EN118,Em bom estado,103.6,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Atropelamento de animais,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
2014789714,2014:01:20 09:45:00,01/20/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Segunda-Feira,"41,395740","-8,346712",1,0,1,Estrada sem separador,Molhado,Viana do Castelo,Ponte de Lima,"Ardegão, Freixo e Mato",Freixo,,EN - Estrada Nacional,EN308,Em bom estado,17.35,Chuva,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,Inexistentes,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
20181369745,2018:01:27 15:00:00,01/27/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Sábado       ,"41,298877","-8,216876",0,0,2,Estrada sem separador,Seco e limpo,Porto,Lousada,Torno,LOUSADA,AVENIDA DO RIO,Arruamento,0,Em bom estado,,Bom tempo,Dois sentidos,Em cruzamento,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
2014790959,2014:01:15 06:55:00,01/15/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Quarta-Feira ,"41,116159","-7,425381",0,0,1,Estrada sem separador,Molhado,Vila Real,Peso da Regua,União das freguesias de Poiares e Canelas,Poiares,Caminho da Cumeeira,Arruamento,0,Em estado regular,,Chuva,Dois sentidos,Em entroncamento,Dentro das localidades,"Noite, sem iluminação",Sem marcas rodoviárias ou pouco visíveis,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,Inexistentes,Betuminoso,Recta,Em patamar,Berma não pavimentada,Na berma,Direita
2014792122,2014:01:31 12:15:00,01/31/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Sexta-Feira  ,"38,561508","-8,519505",0,0,1,Estrada sem separador,Húmido,Santarém,Benavente,Samora Correia,Samora Correia,Estrada do Brejo,Arruamento,0,Em estado regular,,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Sem marcas rodoviárias ou pouco visíveis,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Passagem de peões,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
20181370187,2018:01:30 07:45:00,01/30/00,01/01/00,01/01/00,Guarda Nacional Republicana,120.0,120.0,Terça-Feira  ,"41,133886","-8,635349",0,0,2,Auto-estrada,Seco e limpo,Porto,Vila Nova de Gaia,Canidelo,Vila Nova de Gaia,,A  - Auto-Estrada,A1,Em bom estado,"301,128",Bom tempo,Sentido único,Fora da intersecção,Fora das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Colisão choque em cadeia,NÃO DEFINIDO,Inexistentes,No sentido crescente da quilometragem,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Esquerda
20171187359,2017:01:30 18:20:00,01/30/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Segunda-Feira,"41,530845","-8,616069",0,0,1,Estrada sem separador,Molhado,Braga,Barcelos,"União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",Barcelos,Rua Doutor José António Peixoto Pereira Machado                                                     ,Arruamento,0,Em bom estado,,Chuva,Dois sentidos,Em entroncamento,Dentro das localidades,Aurora ou crepúsculo,Com marcas - separadoras de sentido de trânsito,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,Inexistentes,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
2011506850,2011:01:15 11:15:00,01/15/00,01/01/00,01/01/00,Polícia de Segurança Pública,30.0,50.0,Sábado       ,"0,00","0,00",0,0,1,Estrada sem separador,Húmido,Leiria,Leiria,Azoia,,Estrada do Cemitério,Arruamento,0,Em estado regular,,Bom tempo,Dois sentidos,Em entroncamento,Dentro das localidades,Em pleno dia,Sem marcas rodoviárias ou pouco visíveis,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Stop,Inexistentes,Betuminoso,Recta,Em patamar,Berma não pavimentada,Em plena via,Direita
2013683564,2013:01:18 10:45:00,01/18/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,50.0,Sexta-Feira  ,,,0,0,1,Estrada sem separador,Molhado,Porto,Vila Nova de Gaia,Canelas,Canelas,Rua Delfim Lima,Arruamento,0,Em estado regular,,Chuva,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Sem marcas rodoviárias ou pouco visíveis,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Passagem de peões,Inexistentes,Betuminoso,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Direita
20181345353,2018:01:04 19:30:00,01/04/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Quinta-Feira ,"38,748533","-9,146307",0,0,1,Outra via,Seco e limpo,Lisboa,Lisboa,Alvalade,Lisboa,Avenida Estados Unidos da América                                                                   ,Arruamento,0,Em estado regular,,Bom tempo,Sentido único,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com marcas - separadoras de sentido e de vias de trânsito,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Outros,A funcionar normalmente,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
20181348530,2018:01:19 12:45:00,01/19/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Sexta-Feira  ,"38,697369","-9,203276",0,0,1,Estrada sem separador,Seco e limpo,Lisboa,Lisboa,Belém,,Rua Belém                                                                                           ,Arruamento,0,Em mau estado,,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Despiste com colisão com veículo imobil. ou obstáculo,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
20171158709,2017:01:06 12:30:00,01/06/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Sexta-Feira  ,"0,0","0,0",0,0,1,Outra via,Seco e limpo,Viana do Castelo,Ponte de Lima,Arca e Ponte de Lima,Ponte de Lima,Via Foral Velho de Dona Teresa                                                                      ,Arruamento,0,Em bom estado,,Bom tempo,Sentido único,Em rotunda,Dentro das localidades,Em pleno dia,NÃO DEFINIDO,Colisão choque em cadeia,NÃO DEFINIDO,Correctamente sinalizados,No sentido decrescente da quilometragem,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
2013668198,2013:01:04 23:30:00,01/04/00,01/01/00,01/01/00,Polícia de Segurança Pública,70.0,70.0,Sexta-Feira  ,"0,00","0,00",0,1,1,Outra via,Seco e limpo,Lisboa,Loures,Camarate,Camarate,,IP- Itinerário Principal,IP7,Em bom estado,0.75,Bom tempo,Dois sentidos,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Com marcas - separadoras de sentido e de vias de trânsito,Colisão traseira com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,No sentido decrescente da quilometragem,Outros,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Central
2013661654,2013:01:24 19:00:00,01/24/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Quinta-Feira ,"0,00","0,00",0,1,0,Estrada sem separador,Seco e limpo,Bragança,Mirandela,Mirandela,Mirandela,Avenida Engenheiro Camilo Mendonça                                                                  ,Arruamento,0,Em bom estado,,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com marcas - separadoras de sentido de trânsito,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
20171165262,2017:01:11 19:50:00,01/11/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Quarta-Feira ,"41,097163","-8,599275",0,0,2,Estrada sem separador,Húmido,Porto,Vila Nova de Gaia,União das freguesias de Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Rua Alto das Torres                                                                                 ,Arruamento,0,Em estado regular,,Bom tempo,Dois sentidos,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Sem marcas rodoviárias ou pouco visíveis,Colisão choque em cadeia,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Passagem de peões,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
20171165640,2017:01:02 08:10:00,01/02/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Segunda-Feira,"38,654296","-9,157846",0,0,2,Estrada sem separador,Seco e limpo,Setúbal,Almada,União das freguesias de Laranjeiro e Feijó,Almada,Rua Doutor António Elvas                                                                            ,Arruamento,0,Em bom estado,,Bom tempo,Sentido único,Em cruzamento,Dentro das localidades,Em pleno dia,Sem marcas rodoviárias ou pouco visíveis,Colisão lateral com outro veículo em movimento,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Cedência de passagem,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
2010438714,2010:01:04 16:00:00,01/04/00,01/01/00,01/01/00,Guarda Nacional Republicana,40.0,50.0,Segunda-Feira,,,0,0,2,Estrada sem separador,Molhado,Vila Real,Mesao Frio,Vila Jusã,VILA JUSA,,EN - Estrada Nacional,EN108,Em estado regular,104.0,Chuva,Dois sentidos,Fora da intersecção,Fora das localidades,Em pleno dia,Com marcas - separadoras de sentido de trânsito,Despiste simples,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
2011516869,2011:01:24 16:40:00,01/24/00,01/01/00,01/01/00,Guarda Nacional Republicana,50.0,90.0,Segunda-Feira,"41,413402","-8,767037",0,0,1,Estrada sem separador,Seco e limpo,Porto,Povoa de Varzim,Navais,NAVAIS,,EN - Estrada Nacional,EN13,Em bom estado,30.0,Bom tempo,Dois sentidos,Em entroncamento,Dentro das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Colisão com veiculo ou obstáculo na faixa de rodagem,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Stop,Inexistentes,Betuminoso,Recta,Em patamar,Berma pavimentada,Em plena via,Direita
2010437231,2010:01:04 07:50:00,01/04/00,01/01/00,01/01/00,Guarda Nacional Republicana,60.0,60.0,Segunda-Feira,"38,854993","-9,101305",0,1,0,Estrada sem separador,Molhado,Lisboa,Vila Franca de Xira,Vialonga,VIALONGA,,EN - Estrada Nacional,EN115-5,Em bom estado,4.7,Chuva,Dois sentidos,Fora da intersecção,Fora das localidades,Em pleno dia,Com marcas - separadoras de sentido e de vias de trânsito,Colisão frontal,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,NÃO DEFINIDO,Inexistentes,Betuminoso,Recta,Com inclinação,Berma pavimentada,Em plena via,Direita
20191657509,2019:01:18 18:45:00,01/18/00,01/01/00,01/01/00,Polícia de Segurança Pública,50.0,50.0,Sexta-Feira  ,"0,0","0,0",0,0,1,Estrada sem separador,Com água acumulada na faixa de rodagem,Lisboa,Amadora,Falagueira-Venda Nova,Amadora,Rua Elias Garcia                                                                                    ,Arruamento,0,Em estado regular,,Chuva,Sentido único,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com marcas - separadoras de sentido e de vias de trânsito,Atropelamento de peões,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Passagem de peões,A funcionar normalmente,Betuminoso,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Direita
