NUTS II;CONCELHO;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mirandela;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Mogadouro;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Torre de Moncorvo;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vila Flor;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vimioso;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
NORTE;Vinhais;;;;;;;
CENTRO;Belmonte;;;;;;;
CENTRO;Belmonte;;;;;;;
CENTRO;Belmonte;;;;;;;
CENTRO;Belmonte;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Castelo Branco;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Covilhã;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Fundão;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Idanha-a-Nova;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Oleiros;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Penamacor;;;;;;;
CENTRO;Proença-a-Nova;;;;;;;
CENTRO;Proença-a-Nova;;;;;;;
CENTRO;Proença-a-Nova;;;;;;;
CENTRO;Proença-a-Nova;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Sertã;;;;;;;
CENTRO;Vila de Rei;;;;;;;
CENTRO;Vila de Rei;;;;;;;
CENTRO;Vila de Rei;;;;;;;
CENTRO;Vila Velha de Ródão;;;;;;;
CENTRO;Vila Velha de Ródão;;;;;;;
CENTRO;Vila Velha de Ródão;;;;;;;
CENTRO;Vila Velha de Ródão;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Arganil;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Cantanhede;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Coimbra;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Condeixa-a-Nova;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Figueira da Foz;;;;;;;
CENTRO;Góis;;;;;;;
CENTRO;Góis;;;;;;;
CENTRO;Góis;;;;;;;
CENTRO;Góis;;;;;;;
CENTRO;Lousã;;;;;;;
CENTRO;Lousã;;;;;;;
CENTRO;Lousã;;;;;;;
CENTRO;Lousã;;;;;;;
CENTRO;Mira;;;;;;;
CENTRO;Mira;;;;;;;
CENTRO;Mira;;;;;;;
CENTRO;Mira;;;;;;;
CENTRO;Miranda do Corvo;;;;;;;
CENTRO;Miranda do Corvo;;;;;;;
CENTRO;Miranda do Corvo;;;;;;;
CENTRO;Miranda do Corvo;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Montemor-o-Velho;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Oliveira do Hospital;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Pampilhosa da Serra;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penacova;;;;;;;
CENTRO;Penela;;;;;;;
CENTRO;Penela;;;;;;;
CENTRO;Penela;;;;;;;
CENTRO;Penela;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Soure;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Tábua;;;;;;;
CENTRO;Vila Nova de Poiares;;;;;;;
CENTRO;Vila Nova de Poiares;;;;;;;
CENTRO;Vila Nova de Poiares;;;;;;;
CENTRO;Vila Nova de Poiares;;;;;;;
ALENTEJO;Alandroal;;;;;;;
ALENTEJO;Alandroal;;;;;;;
ALENTEJO;Alandroal;;;;;;;
ALENTEJO;Alandroal;;;;;;;
ALENTEJO;Arraiolos;;;;;;;
ALENTEJO;Arraiolos;;;;;;;
ALENTEJO;Arraiolos;;;;;;;
ALENTEJO;Arraiolos;;;;;;;
ALENTEJO;Arraiolos;;;;;;;
ALENTEJO;Borba;;;;;;;
ALENTEJO;Borba;;;;;;;
ALENTEJO;Borba;;;;;;;
ALENTEJO;Borba;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Estremoz;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Évora;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Montemor-o-Novo;;;;;;;
ALENTEJO;Mora;;;;;;;
ALENTEJO;Mora;;;;;;;
ALENTEJO;Mora;;;;;;;
ALENTEJO;Mora;;;;;;;
ALENTEJO;Mourão;;;;;;;
ALENTEJO;Mourão;;;;;;;
ALENTEJO;Mourão;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Portel;;;;;;;
ALENTEJO;Redondo;;;;;;;
ALENTEJO;Redondo;;;;;;;
ALENTEJO;Reguengos de Monsaraz;;;;;;;
ALENTEJO;Reguengos de Monsaraz;;;;;;;
ALENTEJO;Reguengos de Monsaraz;;;;;;;
ALENTEJO;Reguengos de Monsaraz;;;;;;;
ALENTEJO;Vendas Novas;;;;;;;
ALENTEJO;Vendas Novas;;;;;;;
ALENTEJO;Viana do Alentejo;;;;;;;
ALENTEJO;Viana do Alentejo;;;;;;;
ALENTEJO;Viana do Alentejo;;;;;;;
ALENTEJO;Vila Viçosa;;;;;;;
ALENTEJO;Vila Viçosa;;;;;;;
ALENTEJO;Vila Viçosa;;;;;;;
ALENTEJO;Vila Viçosa;;;;;;;
ALGARVE;Albufeira;;;;;;;
ALGARVE;Albufeira;;;;;;;
ALGARVE;Albufeira;;;;;;;
ALGARVE;Albufeira;;;;;;;
ALGARVE;Alcoutim;;;;;;;
ALGARVE;Alcoutim;;;;;;;
ALGARVE;Alcoutim;;;;;;;
ALGARVE;Alcoutim;;;;;;;
ALGARVE;Aljezur;;;;;;;
ALGARVE;Aljezur;;;;;;;
ALGARVE;Aljezur;;;;;;;
ALGARVE;Aljezur;;;;;;;
ALGARVE;Castro Marim;;;;;;;
ALGARVE;Castro Marim;;;;;;;
ALGARVE;Castro Marim;;;;;;;
ALGARVE;Castro Marim;;;;;;;
ALGARVE;Faro;;;;;;;
ALGARVE;Faro;;;;;;;
ALGARVE;Faro;;;;;;;
ALGARVE;Faro;;;;;;;
ALGARVE;Lagoa;;;;;;;
ALGARVE;Lagoa;;;;;;;
ALGARVE;Lagoa;;;;;;;
ALGARVE;Lagoa;;;;;;;
ALGARVE;Lagos;;;;;;;
ALGARVE;Lagos;;;;;;;
ALGARVE;Lagos;;;;;;;
ALGARVE;Lagos;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Loulé;;;;;;;
ALGARVE;Monchique;;;;;;;
ALGARVE;Monchique;;;;;;;
ALGARVE;Monchique;;;;;;;
ALGARVE;Olhão;;;;;;;
ALGARVE;Olhão;;;;;;;
ALGARVE;Olhão;;;;;;;
ALGARVE;Olhão;;;;;;;
ALGARVE;Portimão;;;;;;;
ALGARVE;Portimão;;;;;;;
ALGARVE;Portimão;;;;;;;
ALGARVE;São Brás de Alportel;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Silves;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Tavira;;;;;;;
ALGARVE;Vila do Bispo;;;;;;;
ALGARVE;Vila do Bispo;;;;;;;
ALGARVE;Vila do Bispo;;;;;;;
ALGARVE;Vila do Bispo;;;;;;;
ALGARVE;Vila Real de Santo António;;;;;;;
ALGARVE;Vila Real de Santo António;;;;;;;
ALGARVE;Vila Real de Santo António;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Aguiar da Beira;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Almeida;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Celorico da Beira;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Figueira de Castelo Rodrigo;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Fornos de Algodres;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Gouveia;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Guarda;;;;;;;
CENTRO;Manteigas;;;;;;;
CENTRO;Manteigas;;;;;;;
CENTRO;Manteigas;;;;;;;
CENTRO;Manteigas;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Mêda;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Pinhel;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Sabugal;;;;;;;
CENTRO;Seia;;;;;;;
